rfi_id,package,station,subsystem_type,activity_name,initiator_role,contractor_id,inspector_id,raised_date,sla_deadline,closed_date,result,planned_quantity,verified_quantity,quantity_unit,remarks
RFI-0410,PKG-01-CIVIL,STN-03-Dashrath-Puri,CIVIL,Retaining wall construction,PLANNING_ENG,CTR-01,INS-02,2025-06-01,2025-06-03,2025-06-03,APPROVED,22.97,22.88,cum,Cable laying completed as per routing diagram. Insulation resistance test passed (405 Megaohm). Bend radius maintained. Approved.
RFI-0411,PKG-01-CIVIL,STN-05-Sadar-Bazar,CIVIL,Staircase structural work,PLANNING_ENG,CTR-02,INS-04,2026-03-02,2026-03-04,2026-03-02,APPROVED_WITH_COMMENTS,376.2,368.43,kg,"Approved with comments: Test results within limits but close to threshold. Monitoring recommended during next cycle. Weather: Clear, 28C, good conditions."
RFI-0412,PKG-05-TRACK,STN-02-Dabri-Mor,TRACK,Track bed preparation,SITE_ENG,CTR-08,INS-03,2025-11-13,2025-11-15,2025-11-14,APPROVED_WITH_COMMENTS,156.95,153.74,MT,"Approved with comments: Overall installation acceptable. Minor paint touch-up required at 7 locations. Snag list attached. Weather: Dust storm warning, work paused 2hrs."
RFI-0413,PKG-01-CIVIL,STN-07-ESI-Hospital,CIVIL,Pile cap construction,CONTRACTOR_SE,CTR-03,INS-04,2026-02-13,2026-02-15,2026-02-14,APPROVED,179.91,158.77,MT,"Cable laying completed as per routing diagram. Insulation resistance test passed (309 Megaohm). Bend radius maintained. Approved. Weather: Heavy rain last 24hrs, site partially waterlogged."
RFI-0414,PKG-01-CIVIL,STN-05-Sadar-Bazar,CIVIL,Station roof slab casting,PLANNING_ENG,CTR-02,INS-02,2025-05-09,2025-05-11,2025-05-10,APPROVED_WITH_COMMENTS,392.95,375.19,MT,"Approved with comments: Concrete placement acceptable but vibration marks observed on soffit. Cosmetic rectification required. Structural integrity not affected. Weather: Clear, 35C."
RFI-0415,PKG-04-TELECOM,STN-01-Janakpuri-West,TVS,TVS control panel wiring,SITE_ENG,CTR-07,INS-11,2025-11-04,2025-11-06,2025-11-04,APPROVED,370.63,337.16,nos,"Completed. Visual inspection satisfactory. Dimensional check within tolerance. Quality records maintained properly. Weather: Dust storm warning, work paused 2hrs."
RFI-0416,PKG-03-SIGNALLING,STN-02-Dabri-Mor,SIG,Point machine installation,PLANNING_ENG,CTR-06,INS-09,2026-02-10,2026-02-12,2026-02-11,APPROVED,60.8,58.06,cum,"Earthing resistance measured at 2.2 ohm against maximum 1.0 ohm specification. Satisfactory. Approved. Weather: Monsoon conditions, intermittent rain."
RFI-0417,PKG-05-TRACK,STN-07-ESI-Hospital,TRACK,Track alignment survey,PLANNING_ENG,CTR-03,INS-01,2025-11-24,2025-11-26,2025-11-24,APPROVED,319.99,294.92,cum,"Pre-stressing operation completed. Jack pressure verified at 270 bar. Elongation within +/-7.9% of theoretical. Grouting may proceed. Weather: Overcast, light drizzle earlier."
RFI-0418,PKG-01-CIVIL,STN-06-Rajouri-Garden,CIVIL,Station entrance canopy,CONTRACTOR_SE,CTR-03,INS-04,2026-01-31,2026-02-02,2026-01-31,APPROVED,384.16,370.79,MT,"Inspection carried out. Alignment checked with total station, deviation within +/-12mm. Material test certificates verified. Clearance granted. Weather: Dust storm warning, work paused 2hrs."
RFI-0419,PKG-02-ELECTRICAL,STN-08-Kirti-Nagar,ELEC,Earthing system installation,SITE_ENG,CTR-05,INS-07,2026-03-11,2026-03-13,2026-03-13,REJECTED,490.15,0,kg,REJECTED: Track geometry outside tolerance. Gauge widening of 12mm at curve R400m. Immediate rectification required.
RFI-0420,PKG-01-CIVIL,STN-01-Janakpuri-West,CIVIL,Retaining wall construction,CONTRACTOR_SE,CTR-01,INS-03,2025-07-27,2025-07-29,2025-07-28,APPROVED,475.39,455.61,MT,"Inspection carried out. Alignment checked with total station, deviation within +/-7mm. Material test certificates verified. Clearance granted."
RFI-0421,PKG-01-CIVIL,STN-06-Rajouri-Garden,CIVIL,Pier cap pre-stressing,CONTRACTOR_SE,CTR-03,INS-02,2025-11-22,2025-11-24,,REJECTED,84.46,0,nos,REJECTED: Torque values below specification on 6 of 45 bolts checked. Contractor to re-torque all connections.
RFI-0422,PKG-03-SIGNALLING,STN-02-Dabri-Mor,SCADA,Communication link testing,PLANNING_ENG,CTR-06,INS-09,2025-08-30,2025-09-01,2025-09-03,APPROVED,378.92,361.3,MT,"Inspection carried out. Alignment checked with total station, deviation within +/-9mm. Material test certificates verified. Clearance granted."
RFI-0423,PKG-01-CIVIL,STN-06-Rajouri-Garden,CIVIL,Staircase structural work,PLANNING_ENG,CTR-03,INS-04,2026-02-17,2026-02-19,2026-02-19,APPROVED,372.94,362.09,sqm,"Pre-stressing operation completed. Jack pressure verified at 247 bar. Elongation within +/-5.1% of theoretical. Grouting may proceed. Weather: Monsoon conditions, intermittent rain."
RFI-0424,PKG-05-TRACK,STN-07-ESI-Hospital,TRACK,Insulated rail joint installation,CONTRACTOR_SE,CTR-03,INS-03,2026-02-07,2026-02-09,2026-02-07,APPROVED,291.97,270.5,MT,Welding inspection carried out. UT test results satisfactory as per IS 822. No defects observed in 12 joints tested. Approved.
RFI-0425,PKG-05-TRACK,STN-06-Rajouri-Garden,TRACK,Ballast tamping,PLANNING_ENG,CTR-08,INS-03,2026-03-08,2026-03-10,2026-03-08,APPROVED,100.48,93.18,cum,"Cable laying completed as per routing diagram. Insulation resistance test passed (248 Megaohm). Bend radius maintained. Approved. Weather: Clear, 35C."
RFI-0426,PKG-02-ELECTRICAL,STN-06-Rajouri-Garden,ELEC,Earthing system installation,CONTRACTOR_SE,CTR-05,INS-07,2026-01-16,2026-01-18,2026-01-30,REJECTED,381.07,0,nos,"REJECTED: Fire alarm device at location not responding. Wiring fault suspected. Contractor to trace and rectify loop 5. Weather: Dust storm warning, work paused 2hrs."
RFI-0427,PKG-05-TRACK,STN-08-Kirti-Nagar,TRACK,Sleeper laying,PLANNING_ENG,CTR-03,INS-01,2026-01-08,2026-01-10,2026-01-21,REJECTED,448.36,0,sqm,"REJECTED: Torque values below specification on 5 of 31 bolts checked. Contractor to re-torque all connections. Weather: Heavy rain last 24hrs, site partially waterlogged."
RFI-0428,PKG-05-TRACK,STN-03-Dashrath-Puri,TRACK,Track bed preparation,PLANNING_ENG,CTR-08,INS-02,2025-11-02,2025-11-04,2025-11-02,APPROVED,126.45,117.78,kg,"Pre-stressing operation completed. Jack pressure verified at 207 bar. Elongation within +/-1.7% of theoretical. Grouting may proceed. Weather: Heavy rain last 24hrs, site partially waterlogged."
RFI-0429,PKG-04-TELECOM,STN-08-Kirti-Nagar,TVS,Smoke extraction duct,CONTRACTOR_SE,CTR-05,INS-12,2025-04-29,2025-05-01,2025-04-30,APPROVED_WITH_COMMENTS,14.63,13.75,MT,"Approved with comments: Alignment acceptable but contractor advised to improve survey control. 1mm deviation close to limit. Weather: Monsoon conditions, intermittent rain."
RFI-0430,PKG-03-SIGNALLING,STN-03-Dashrath-Puri,SCADA,Traction power SCADA integration,PLANNING_ENG,CTR-07,INS-09,2026-02-16,2026-02-18,2026-02-16,APPROVED,326.7,300.3,MT,"Completed. Visual inspection satisfactory. Dimensional check within tolerance. Quality records maintained properly. Weather: Clear, 35C."
RFI-0431,PKG-02-ELECTRICAL,STN-07-ESI-Hospital,BMS,Sensor wiring and termination,CONTRACTOR_SE,CTR-05,INS-06,2026-01-20,2026-01-22,2026-01-29,REJECTED,122.0,0,kg,"REJECTED: Torque values below specification on 3 of 38 bolts checked. Contractor to re-torque all connections. Weather: Clear, 28C, good conditions."
RFI-0432,PKG-01-CIVIL,STN-06-Rajouri-Garden,CIVIL,Retaining wall construction,CONTRACTOR_SE,CTR-02,INS-01,2025-06-12,2025-06-14,2025-06-13,APPROVED,206.04,199.27,kg,"Earthing resistance measured at 1.0 ohm against maximum 1.0 ohm specification. Satisfactory. Approved. Weather: Dust storm warning, work paused 2hrs."
RFI-0433,PKG-02-ELECTRICAL,STN-01-Janakpuri-West,ELEC,Emergency lighting circuit,SITE_ENG,CTR-04,INS-07,2025-04-14,2025-04-16,,REJECTED,473.22,0,MT,REJECTED: Welding quality unsatisfactory. UT test shows 5 defects in 28 joints. Grind and re-weld required.
RFI-0434,PKG-01-CIVIL,STN-07-ESI-Hospital,CIVIL,Station entrance canopy,SITE_ENG,CTR-03,INS-04,2025-05-31,2025-06-02,2025-05-31,APPROVED_WITH_COMMENTS,359.65,353.69,rmt,"Approved with comments: Pre-stressing within limits but elongation at 1.1% of theoretical is close to 5% tolerance. Extra monitoring on next span. Weather: Heavy rain last 24hrs, site partially waterlogged."
RFI-0435,PKG-03-SIGNALLING,STN-08-Kirti-Nagar,SCADA,Alarm management setup,SITE_ENG,CTR-06,INS-10,2026-03-08,2026-03-10,,REJECTED,48.06,0,cum,REJECTED: Surface finish of platform edge not as per specification. Undulations of 4mm against maximum 3mm allowable. Rework required.
RFI-0436,PKG-04-TELECOM,STN-08-Kirti-Nagar,TVS,Jet fan mounting,SITE_ENG,CTR-05,INS-12,2026-03-01,2026-03-03,2026-03-02,APPROVED_WITH_COMMENTS,268.15,258.42,cum,"Approved with comments: Work generally satisfactory but 3 minor finishing defects noted. Contractor to rectify within 5 days. No re-inspection needed. Weather: Clear, 35C."
RFI-0437,PKG-02-ELECTRICAL,STN-02-Dabri-Mor,BMS,Fire alarm panel integration,SITE_ENG,CTR-04,INS-07,2025-11-17,2025-11-19,2025-11-25,REJECTED,97.65,0,nos,"REJECTED: Alignment deviation of 12mm exceeds tolerance of +/-5mm at chainage 8682m. Contractor to realign and request re-inspection. Weather: Heavy rain last 24hrs, site partially waterlogged."
RFI-0438,PKG-02-ELECTRICAL,STN-07-ESI-Hospital,ELEC,LT panel installation,CONTRACTOR_SE,CTR-05,INS-08,2025-05-17,2025-05-19,2025-05-17,APPROVED,113.93,113.53,rmt,"Cable laying completed as per routing diagram. Insulation resistance test passed (156 Megaohm). Bend radius maintained. Approved. Weather: Clear, 28C, good conditions."
RFI-0439,PKG-03-SIGNALLING,STN-06-Rajouri-Garden,SCADA,RTU installation,PLANNING_ENG,CTR-06,INS-10,2026-02-14,2026-02-16,2026-02-15,APPROVED_WITH_COMMENTS,335.06,331.04,rmt,Approved with comments: Track fastening acceptable but 7 clips show minor corrosion. Replace during next maintenance window.
RFI-0440,PKG-05-TRACK,STN-01-Janakpuri-West,TRACK,Sleeper laying,CONTRACTOR_SE,CTR-08,INS-01,2026-02-19,2026-02-21,2026-02-20,APPROVED,496.46,447.05,kg,Reinforcement placement verified against bar bending schedule. Lap length and spacing as per IS 456. No deviation observed. Fit for concreting.
RFI-0441,PKG-04-TELECOM,STN-08-Kirti-Nagar,TEL,PA system speaker installation,SITE_ENG,CTR-05,INS-12,2025-04-08,2025-04-10,2025-04-09,APPROVED,469.21,419.51,sqm,Pre-stressing operation completed. Jack pressure verified at 252 bar. Elongation within +/-7.0% of theoretical. Grouting may proceed.
RFI-0442,PKG-03-SIGNALLING,STN-06-Rajouri-Garden,SCADA,Communication link testing,CONTRACTOR_SE,CTR-06,INS-10,2025-07-31,2025-08-02,2025-07-31,APPROVED,145.21,129.3,MT,Fire alarm loop testing completed successfully. All 69 devices responding. Zone mapping verified against approved layout.
RFI-0443,PKG-05-TRACK,STN-04-Palam,TRACK,Sleeper laying,SITE_ENG,CTR-03,INS-03,2025-12-19,2025-12-21,,REJECTED,171.89,0,nos,REJECTED: Surface finish of platform edge not as per specification. Undulations of 6mm against maximum 3mm allowable. Rework required.
RFI-0444,PKG-04-TELECOM,STN-04-Palam,TEL,Fiber optic cable laying,SITE_ENG,CTR-07,INS-12,2025-08-30,2025-09-01,2025-09-01,APPROVED,485.7,469.87,sqm,Welding inspection carried out. UT test results satisfactory as per IS 822. No defects observed in 17 joints tested. Approved.
RFI-0445,PKG-05-TRACK,STN-06-Rajouri-Garden,TRACK,Buffer stop installation,PLANNING_ENG,CTR-08,INS-02,2026-02-05,2026-02-07,2026-02-05,APPROVED,45.19,41.3,MT,Track alignment survey completed. Versine readings within 1mm tolerance. Rail level difference within +/-3mm. Approved for traffic.
RFI-0446,PKG-05-TRACK,STN-04-Palam,TRACK,Rail welding (thermit),CONTRACTOR_SE,CTR-03,INS-03,2025-12-08,2025-12-10,2025-12-09,APPROVED_WITH_COMMENTS,262.99,251.99,nos,"Approved with comments: Cable routing acceptable but labelling incomplete at 3 junction boxes. Complete labelling before next inspection milestone. Weather: Dust storm warning, work paused 2hrs."
RFI-0447,PKG-01-CIVIL,STN-05-Sadar-Bazar,CIVIL,Pier column reinforcement,PLANNING_ENG,CTR-02,INS-02,2025-12-06,2025-12-08,2025-12-07,APPROVED,442.6,429.17,kg,"Inspection carried out. Alignment checked with total station, deviation within +/-4mm. Material test certificates verified. Clearance granted. Weather: Foggy morning, visibility under 200m until 10am."
RFI-0448,PKG-05-TRACK,STN-02-Dabri-Mor,TRACK,Ballast tamping,CONTRACTOR_SE,CTR-08,INS-03,2026-02-13,2026-02-15,2026-02-13,APPROVED_WITH_COMMENTS,35.21,32.3,kg,Approved with comments: Overall installation acceptable. Minor paint touch-up required at 6 locations. Snag list attached.
RFI-0449,PKG-02-ELECTRICAL,STN-08-Kirti-Nagar,ELEC,HT cable laying,CONTRACTOR_SE,CTR-05,INS-07,2026-03-30,2026-04-01,2026-04-02,REJECTED,449.62,0,sqm,"REJECTED: Pre-stressing elongation 3.7% deviation from theoretical exceeds 5% limit. Jack calibration certificate expired. Redo with calibrated jack. Weather: Heavy rain last 24hrs, site partially waterlogged."
RFI-0450,PKG-01-CIVIL,STN-04-Palam,CIVIL,Pier cap pre-stressing,PLANNING_ENG,CTR-01,INS-01,2025-10-23,2025-10-25,2025-10-23,APPROVED_WITH_COMMENTS,124.83,122.79,sqm,Approved with comments: Test results within limits but close to threshold. Monitoring recommended during next cycle.
RFI-0451,PKG-01-CIVIL,STN-01-Janakpuri-West,CIVIL,Pile cap construction,PLANNING_ENG,CTR-03,INS-04,2025-08-23,2025-08-25,2025-08-24,APPROVED,170.38,150.1,rmt,"Pre-stressing operation completed. Jack pressure verified at 193 bar. Elongation within +/-2.4% of theoretical. Grouting may proceed. Weather: Clear, 28C, good conditions."
RFI-0452,PKG-01-CIVIL,STN-02-Dabri-Mor,CIVIL,Expansion joint installation,PLANNING_ENG,CTR-01,INS-02,2026-02-25,2026-02-27,2026-02-25,APPROVED_WITH_COMMENTS,201.59,197.58,sqm,Approved with comments: Test results within limits but close to threshold. Monitoring recommended during next cycle.
RFI-0453,PKG-01-CIVIL,STN-06-Rajouri-Garden,CIVIL,Pier cap pre-stressing,SITE_ENG,CTR-03,INS-04,2026-01-10,2026-01-12,,REJECTED,29.52,0,nos,REJECTED: Concrete cover insufficient at 8 locations. Cover meter shows 23mm against required 40mm. Rectification required before re-inspection.
RFI-0454,PKG-02-ELECTRICAL,STN-01-Janakpuri-West,BMS,Fire alarm panel integration,CONTRACTOR_SE,CTR-04,INS-08,2025-04-13,2025-04-15,2025-04-17,REJECTED,301.96,0,rmt,"REJECTED: Reinforcement spacing irregular. Measured 246mm against designed 200mm at beam B16. Non-conformance noted. Weather: Foggy morning, visibility under 200m until 10am."
RFI-0455,PKG-01-CIVIL,STN-02-Dabri-Mor,CIVIL,Parapet wall casting,SITE_ENG,CTR-03,INS-02,2025-12-03,2025-12-05,2025-12-03,APPROVED,225.1,215.58,MT,Pre-stressing operation completed. Jack pressure verified at 277 bar. Elongation within +/-3.0% of theoretical. Grouting may proceed.
RFI-0456,PKG-05-TRACK,STN-01-Janakpuri-West,TRACK,Insulated rail joint installation,SITE_ENG,CTR-08,INS-02,2026-01-23,2026-01-25,2026-01-25,APPROVED_WITH_COMMENTS,153.82,135.42,MT,"Approved with comments: Test results within limits but close to threshold. Monitoring recommended during next cycle. Weather: Clear, 28C, good conditions."
RFI-0457,PKG-02-ELECTRICAL,STN-02-Dabri-Mor,ELEC,DG set commissioning,CONTRACTOR_SE,CTR-04,INS-06,2025-08-16,2025-08-18,2025-08-18,REJECTED,210.66,0,nos,REJECTED: Reinforcement spacing irregular. Measured 212mm against designed 150mm at beam B15. Non-conformance noted.
RFI-0458,PKG-02-ELECTRICAL,STN-04-Palam,ELEC,Bus duct installation,PLANNING_ENG,CTR-04,INS-05,2026-01-09,2026-01-11,2026-01-09,APPROVED,421.02,396.18,MT,"Fire alarm loop testing completed successfully. All 61 devices responding. Zone mapping verified against approved layout. Weather: Foggy morning, visibility under 200m until 10am."
RFI-0459,PKG-04-TELECOM,STN-05-Sadar-Bazar,TVS,Smoke extraction duct,SITE_ENG,CTR-07,INS-11,2025-05-06,2025-05-08,2025-05-22,REJECTED,76.95,0,rmt,"REJECTED: Earthing resistance measured at 1.0 ohm, exceeds maximum 1.0 ohm. Additional earth pits required."
RFI-0460,PKG-02-ELECTRICAL,STN-05-Sadar-Bazar,BMS,Access control integration,SITE_ENG,CTR-05,INS-06,2025-10-06,2025-10-08,2025-10-11,REJECTED,135.01,0,sqm,"REJECTED: Earthing resistance measured at 1.1 ohm, exceeds maximum 1.0 ohm. Additional earth pits required. Weather: Clear, 35C."
RFI-0461,PKG-01-CIVIL,STN-04-Palam,CIVIL,Concourse level slab,PLANNING_ENG,CTR-03,INS-02,2025-08-14,2025-08-16,2025-08-17,APPROVED_WITH_COMMENTS,230.19,209.35,sqm,"Approved with comments: Track fastening acceptable but 7 clips show minor corrosion. Replace during next maintenance window. Weather: Heavy rain last 24hrs, site partially waterlogged."
RFI-0462,PKG-03-SIGNALLING,STN-04-Palam,SCADA,SCADA HMI configuration,CONTRACTOR_SE,CTR-06,INS-09,2025-06-06,2025-06-08,2025-06-06,APPROVED,55.83,49.45,nos,Cable laying completed as per routing diagram. Insulation resistance test passed (456 Megaohm). Bend radius maintained. Approved.
RFI-0463,PKG-01-CIVIL,STN-04-Palam,CIVIL,Viaduct segment erection,PLANNING_ENG,CTR-03,INS-04,2026-01-22,2026-01-24,2026-02-02,APPROVED,155.4,144.8,sqm,Cable laying completed as per routing diagram. Insulation resistance test passed (335 Megaohm). Bend radius maintained. Approved.
RFI-0464,PKG-05-TRACK,STN-08-Kirti-Nagar,TRACK,Third rail insulator mounting,CONTRACTOR_SE,CTR-03,INS-01,2026-02-22,2026-02-24,2026-02-22,APPROVED,224.56,199.36,cum,"Track alignment survey completed. Versine readings within 2mm tolerance. Rail level difference within +/-1mm. Approved for traffic. Weather: Foggy morning, visibility under 200m until 10am."
RFI-0465,PKG-01-CIVIL,STN-06-Rajouri-Garden,CIVIL,Pier cap pre-stressing,PLANNING_ENG,CTR-03,INS-01,2025-11-29,2025-12-01,2025-12-03,REJECTED,179.23,0,nos,REJECTED: Pre-stressing elongation 7.5% deviation from theoretical exceeds 5% limit. Jack calibration certificate expired. Redo with calibrated jack.
RFI-0466,PKG-04-TELECOM,STN-01-Janakpuri-West,TEL,Telephone exchange setup,CONTRACTOR_SE,CTR-07,INS-11,2025-05-19,2025-05-21,2025-05-20,APPROVED,298.22,292.19,rmt,"Installation completed as per approved methodology. Torque values checked and within specification. Witness photographs attached. Weather: Foggy morning, visibility under 200m until 10am."
RFI-0467,PKG-02-ELECTRICAL,STN-05-Sadar-Bazar,ELEC,Bus duct installation,CONTRACTOR_SE,CTR-05,INS-08,2026-01-11,2026-01-13,2026-01-12,APPROVED,264.82,236.8,MT,Earthing resistance measured at 2.2 ohm against maximum 1.0 ohm specification. Satisfactory. Approved.
RFI-0468,PKG-05-TRACK,STN-02-Dabri-Mor,TRACK,Buffer stop installation,SITE_ENG,CTR-03,INS-01,2025-10-31,2025-11-02,2025-11-01,APPROVED_WITH_COMMENTS,52.19,51.37,MT,Approved with comments: Test results within limits but close to threshold. Monitoring recommended during next cycle.
RFI-0469,PKG-05-TRACK,STN-03-Dashrath-Puri,TRACK,Rail welding (thermit),CONTRACTOR_SE,CTR-03,INS-01,2025-12-11,2025-12-13,2025-12-12,APPROVED,278.94,252.31,cum,Installation completed as per approved methodology. Torque values checked and within specification. Witness photographs attached.
RFI-0470,PKG-01-CIVIL,STN-03-Dashrath-Puri,CIVIL,Staircase structural work,SITE_ENG,CTR-01,INS-03,2025-05-01,2025-05-03,2025-05-01,APPROVED,82.38,73.89,kg,"Welding inspection carried out. UT test results satisfactory as per IS 822. No defects observed in 15 joints tested. Approved. Weather: Heavy rain last 24hrs, site partially waterlogged."
RFI-0471,PKG-02-ELECTRICAL,STN-03-Dashrath-Puri,BMS,Sensor wiring and termination,SITE_ENG,CTR-04,INS-08,2026-01-01,2026-01-03,2026-01-02,APPROVED,195.43,174.87,sqm,Cable laying completed as per routing diagram. Insulation resistance test passed (442 Megaohm). Bend radius maintained. Approved.
RFI-0472,PKG-02-ELECTRICAL,STN-04-Palam,ELEC,Cable tray routing,SITE_ENG,CTR-04,INS-07,2025-07-17,2025-07-19,,REJECTED,495.6,0,MT,REJECTED: Track geometry outside tolerance. Gauge widening of 14mm at curve R500m. Immediate rectification required.
RFI-0473,PKG-05-TRACK,STN-03-Dashrath-Puri,TRACK,Track bed preparation,CONTRACTOR_SE,CTR-03,INS-02,2025-11-29,2025-12-01,2025-11-29,APPROVED_WITH_COMMENTS,434.38,419.34,MT,Approved with comments: Track fastening acceptable but 2 clips show minor corrosion. Replace during next maintenance window.
RFI-0474,PKG-04-TELECOM,STN-08-Kirti-Nagar,TEL,PA system speaker installation,SITE_ENG,CTR-05,INS-11,2026-01-09,2026-01-11,2026-01-09,APPROVED,382.92,363.24,cum,Waterproofing membrane applied as per specification. Peel adhesion test passed. No air pockets observed. Approved for next stage.
RFI-0475,PKG-05-TRACK,STN-07-ESI-Hospital,TRACK,Track bed preparation,PLANNING_ENG,CTR-03,INS-02,2026-01-12,2026-01-14,2026-01-13,APPROVED,428.19,398.34,kg,"Cable laying completed as per routing diagram. Insulation resistance test passed (298 Megaohm). Bend radius maintained. Approved. Weather: Monsoon conditions, intermittent rain."
RFI-0476,PKG-03-SIGNALLING,STN-06-Rajouri-Garden,SIG,Point machine installation,CONTRACTOR_SE,CTR-06,INS-09,2026-02-20,2026-02-22,2026-02-22,APPROVED_WITH_COMMENTS,430.88,427.29,sqm,"Approved with comments: Track fastening acceptable but 5 clips show minor corrosion. Replace during next maintenance window. Weather: Heavy rain last 24hrs, site partially waterlogged."
RFI-0477,PKG-05-TRACK,STN-08-Kirti-Nagar,TRACK,Rail fastening clip installation,PLANNING_ENG,CTR-08,INS-01,2025-12-11,2025-12-13,2025-12-12,APPROVED_WITH_COMMENTS,224.08,215.71,MT,Approved with comments: Test results within limits but close to threshold. Monitoring recommended during next cycle.
RFI-0478,PKG-05-TRACK,STN-01-Janakpuri-West,TRACK,Sleeper laying,CONTRACTOR_SE,CTR-08,INS-01,2026-01-25,2026-01-27,2026-01-25,APPROVED,324.33,287.71,kg,Welding inspection carried out. UT test results satisfactory as per IS 822. No defects observed in 26 joints tested. Approved.
RFI-0479,PKG-02-ELECTRICAL,STN-06-Rajouri-Garden,ELEC,UPS installation,SITE_ENG,CTR-05,INS-05,2025-11-28,2025-11-30,2025-11-28,APPROVED,373.05,353.31,MT,"Welding inspection carried out. UT test results satisfactory as per IS 822. No defects observed in 28 joints tested. Approved. Weather: Monsoon conditions, intermittent rain."
RFI-0480,PKG-03-SIGNALLING,STN-05-Sadar-Bazar,SIG,Track circuit bonding,PLANNING_ENG,CTR-07,INS-09,2026-01-07,2026-01-09,2026-01-08,APPROVED,137.73,123.9,cum,Completed. Visual inspection satisfactory. Dimensional check within tolerance. Quality records maintained properly.
RFI-0481,PKG-05-TRACK,STN-03-Dashrath-Puri,TRACK,Insulated rail joint installation,PLANNING_ENG,CTR-08,INS-02,2026-01-28,2026-01-30,2026-01-29,APPROVED_WITH_COMMENTS,52.36,46.94,MT,Approved with comments: Pre-stressing within limits but elongation at 2.8% of theoretical is close to 5% tolerance. Extra monitoring on next span.
RFI-0482,PKG-05-TRACK,STN-04-Palam,TRACK,Track alignment survey,SITE_ENG,CTR-03,INS-03,2025-11-17,2025-11-19,2025-11-20,REJECTED,41.55,0,cum,"REJECTED: Torque values below specification on 5 of 25 bolts checked. Contractor to re-torque all connections. Weather: Overcast, light drizzle earlier."
RFI-0483,PKG-03-SIGNALLING,STN-07-ESI-Hospital,SCADA,SCADA HMI configuration,PLANNING_ENG,CTR-06,INS-09,2025-09-24,2025-09-26,2025-09-25,APPROVED_WITH_COMMENTS,18.52,16.65,kg,"Approved with comments: Cable routing acceptable but labelling incomplete at 8 junction boxes. Complete labelling before next inspection milestone. Weather: Clear, 35C."
RFI-0484,PKG-01-CIVIL,STN-06-Rajouri-Garden,CIVIL,Parapet wall casting,SITE_ENG,CTR-02,INS-01,2025-06-26,2025-06-28,2025-06-28,APPROVED_WITH_COMMENTS,498.96,482.61,MT,Approved with comments: Cable routing acceptable but labelling incomplete at 2 junction boxes. Complete labelling before next inspection milestone.
RFI-0485,PKG-03-SIGNALLING,STN-05-Sadar-Bazar,SIG,Track circuit bonding,SITE_ENG,CTR-07,INS-10,2025-07-01,2025-07-03,2025-07-03,APPROVED,434.41,422.46,sqm,Fire alarm loop testing completed successfully. All 68 devices responding. Zone mapping verified against approved layout.
RFI-0486,PKG-01-CIVIL,STN-05-Sadar-Bazar,CIVIL,Expansion joint installation,PLANNING_ENG,CTR-02,INS-03,2025-05-28,2025-05-30,2025-05-29,APPROVED_WITH_COMMENTS,236.4,221.03,rmt,"Approved with comments: Overall installation acceptable. Minor paint touch-up required at 4 locations. Snag list attached. Weather: Dust storm warning, work paused 2hrs."
RFI-0487,PKG-02-ELECTRICAL,STN-05-Sadar-Bazar,BMS,Fire alarm panel integration,SITE_ENG,CTR-05,INS-06,2025-04-30,2025-05-02,2025-05-01,APPROVED,52.24,48.81,cum,Completed. Visual inspection satisfactory. Dimensional check within tolerance. Quality records maintained properly.
RFI-0488,PKG-05-TRACK,STN-04-Palam,TRACK,Track alignment survey,CONTRACTOR_SE,CTR-03,INS-03,2026-01-28,2026-01-30,2026-02-11,REJECTED,156.19,0,sqm,REJECTED: Alignment deviation of 9mm exceeds tolerance of +/-5mm at chainage 2323m. Contractor to realign and request re-inspection.
RFI-0489,PKG-01-CIVIL,STN-06-Rajouri-Garden,CIVIL,Pile foundation casting,SITE_ENG,CTR-03,INS-04,2025-08-09,2025-08-11,2025-08-13,APPROVED,317.18,285.53,nos,Completed. Visual inspection satisfactory. Dimensional check within tolerance. Quality records maintained properly.
RFI-0490,PKG-01-CIVIL,STN-06-Rajouri-Garden,CIVIL,Pier cap pre-stressing,CONTRACTOR_SE,CTR-02,INS-03,2025-07-25,2025-07-27,2025-07-31,REJECTED,195.9,0,nos,"REJECTED: Earthing resistance measured at 1.6 ohm, exceeds maximum 1.0 ohm. Additional earth pits required. Weather: Overcast, light drizzle earlier."
RFI-0491,PKG-01-CIVIL,STN-04-Palam,CIVIL,U-girder launching,PLANNING_ENG,CTR-03,INS-01,2025-11-17,2025-11-19,2025-11-22,APPROVED_WITH_COMMENTS,79.95,72.74,sqm,Approved with comments: Overall installation acceptable. Minor paint touch-up required at 5 locations. Snag list attached.
RFI-0492,PKG-04-TELECOM,STN-02-Dabri-Mor,TVS,Jet fan mounting,SITE_ENG,CTR-07,INS-11,2025-05-10,2025-05-12,2025-05-10,APPROVED,437.88,385.51,cum,"Completed. Visual inspection satisfactory. Dimensional check within tolerance. Quality records maintained properly. Weather: Overcast, light drizzle earlier."
RFI-0493,PKG-03-SIGNALLING,STN-04-Palam,SIG,Signal post foundation,PLANNING_ENG,CTR-06,INS-10,2025-05-21,2025-05-23,2025-05-21,APPROVED,461.13,446.14,rmt,"Earthing resistance measured at 1.0 ohm against maximum 1.0 ohm specification. Satisfactory. Approved. Weather: Clear, 28C, good conditions."
